seller,make,model,year,capacity,fuel,horse power,transmission,drive train,body type,doors,seats,color,state,price,serviced at aso,first owner,damaged
Private,Toyota,Yaris,2006,998,Petrol,69,Manual,FWD,City cars,3.0,5.0,Blue,Used,11900,True,False,False
Private,Citroën,C4 Cactus,2015,1560,Diesel,100,Manual,FWD,Compact,5.0,5.0,White,Used,42900,True,True,False
Dealer,Ford,EcoSport,2015,998,Petrol,125,Manual,FWD,SUV,5.0,5.0,White,Used,44999,True,False,False
Private,Audi,A8,1997,4172,Petrol,299,Automatic,,Sedan,4.0,,Blue,Used,19900,False,False,False
Dealer,Audi,A4,2021,1984,Hybrid,150,Automatic,FWD,Sedan,4.0,5.0,White,Used,209900,True,True,False
Private,Škoda,Octavia,2017,1598,Diesel,115,Automatic,FWD,station wagon,5.0,5.0,Black,Used,63700,True,False,False
Dealer,Volkswagen,Touran,2018,1598,Diesel,116,Manual,FWD,Minivan,5.0,5.0,White,Used,86900,True,True,False
Dealer,Audi,A6,2016,1968,Diesel,150,Automatic,FWD,Sedan,4.0,5.0,Other,Used,92900,True,True,False
Dealer,Opel,Insignia,2019,1490,Petrol,164,Manual,FWD,Compact,4.0,5.0,Black,Used,85200,True,True,False
Dealer,Opel,Insignia,2017,1598,Diesel,136,Manual,FWD,station wagon,5.0,5.0,Black,Used,79000,True,True,False
Dealer,Seat,Toledo,2017,1598,Diesel,115,Manual,FWD,Sedan,5.0,5.0,Silver,Used,44200,True,True,False
Dealer,Škoda,Fabia,2018,999,Petrol,110,Manual,FWD,Compact,5.0,5.0,White,Used,37200,True,True,False
Dealer,Škoda,Fabia,2018,999,Petrol,95,Manual,FWD,station wagon,5.0,5.0,White,Used,46000,True,True,False
Dealer,Volkswagen,Golf,2017,1395,Petrol,125,Manual,,Compact,5.0,5.0,White,Used,50800,True,True,False
Dealer,Opel,Combo,2017,1248,Diesel,95,Manual,FWD,station wagon,5.0,5.0,Red,Used,48600,True,True,False
Dealer,Mercedes-Benz,Klasa V,2018,2143,Diesel,190,Automatic,4WD (automatic),Minivan,4.0,6.0,Black,Used,281900,True,True,False
Dealer,Nissan,Qashqai,2010,1598,Petrol,114,Manual,FWD,SUV,5.0,5.0,Gray,Used,37500,True,True,False
Dealer,Dacia,Duster,2014,1598,Petrol+LPG,105,Manual,,SUV,5.0,5.0,Black,Used,35800,True,True,False
Private,Land Rover,Freelander,2014,2179,Diesel,150,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,19900,False,False,True
Private,Opel,Vectra,2004,1910,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Silver,Used,5500,False,False,False
Dealer,Volvo,V40,2017,1969,Petrol,152,Manual,FWD,Compact,5.0,5.0,Black,Used,86900,True,False,False
Dealer,Nissan,Qashqai,2008,1995,Diesel,150,Manual,FWD,SUV,5.0,5.0,Black,Used,28999,True,False,False
Dealer,Audi,A4,2021,1984,Petrol,150,Automatic,FWD,Sedan,4.0,5.0,White,Used,199260,True,True,False
Private,Alfa Romeo,Mito,2011,1368,Petrol,80,Manual,FWD,Small cars,3.0,4.0,White,Used,26900,False,True,False
Private,Volkswagen,Caddy,2017,1968,Diesel,150,Manual,FWD,Minivan,5.0,5.0,Black,Used,81999,True,False,False
Dealer,Volkswagen,Polo,1996,1390,Petrol,60,Manual,FWD,Sedan,5.0,5.0,Red,Used,3500,True,True,False
Dealer,Opel,Vectra,2005,1796,Petrol,122,Manual,,Sedan,5.0,5.0,Black,Used,9999,False,False,False
Dealer,Volkswagen,Passat,2006,1896,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Brown,Used,16900,True,False,False
Dealer,Ford,EcoSport,2017,998,Petrol,125,Manual,FWD,SUV,5.0,5.0,Blue,Used,88900,True,True,False
Dealer,BMW,M4,2022,2993,Petrol,510,Automatic,4WD (permanent),Coupe,2.0,4.0,Red,New,484900,False,False,False
Dealer,Volkswagen,up!,2017,999,Petrol,60,Manual,FWD,Small cars,5.0,4.0,White,Used,38900,True,True,False
Private,Peugeot,3008,2018,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,White,Used,86900,True,True,False
Private,Opel,Meriva,2007,1598,Petrol,100,Manual,,Minivan,5.0,,Silver,Used,10900,False,False,False
Private,BMW,X3,2017,1997,Petrol,245,Automatic,4WD (permanent),SUV,5.0,5.0,Red,Used,99999,False,False,False
Dealer,Volvo,V40,2016,1498,Petrol,152,Automatic,FWD,Compact,4.0,5.0,White,Used,73900,True,True,False
Dealer,Peugeot,508,2012,1560,Diesel,114,Manual,FWD,Sedan,4.0,5.0,Blue,Used,29900,False,False,False
Private,Audi,A3,1998,1595,Petrol+LPG,74,Manual,FWD,Small cars,3.0,5.0,Green,Used,3800,False,False,False
Private,Opel,Meriva,2006,1598,Petrol,100,Manual,,Minivan,5.0,,Black,Used,10900,False,False,False
Private,Kia,Sorento,2010,2199,Diesel,197,Manual,4WD (manual),SUV,5.0,5.0,Black,Used,20900,False,False,True
Dealer,Dacia,Duster,2022,999,Petrol+LPG,100,Manual,FWD,SUV,5.0,5.0,Other,New,83200,False,False,False
Dealer,Land Rover,Range Rover Sport,2008,3628,Diesel,272,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,40900,False,False,False
Dealer,Kia,Sportage,2022,1598,Hybrid,180,Automatic,FWD,SUV,5.0,5.0,White,New,184200,False,False,False
Dealer,Opel,Zafira,2010,2198,Petrol,150,Manual,,Minivan,5.0,7.0,Other,Used,10900,True,False,True
Private,Fiat,Panda,2005,1108,Petrol+LPG,54,Manual,FWD,Small cars,5.0,2.0,White,Used,4500,False,False,False
Private,Audi,A3,2016,1968,Diesel,150,Automatic,FWD,Compact,5.0,5.0,White,Used,76900,True,True,False
Dealer,Audi,100,1995,2460,Diesel,115,Automatic,FWD,station wagon,4.0,5.0,Blue,Used,16000,True,False,False
Private,Toyota,Yaris,2006,998,Petrol,69,Manual,FWD,City cars,3.0,5.0,Blue,Used,11900,True,False,False
Dealer,Ford,Fiesta,2015,1242,Petrol,82,Manual,FWD,City cars,5.0,5.0,Silver,Used,34800,True,True,False
Dealer,Nissan,Qashqai,2019,1332,Petrol,140,Manual,FWD,SUV,5.0,5.0,Silver,Used,97000,True,True,False
Private,Seat,Leon,2011,1984,Petrol,265,Manual,FWD,Compact,5.0,5.0,White,Used,39000,False,False,False
Dealer,Mercedes-Benz,Klasa V,2018,2143,Diesel,190,Automatic,4WD (automatic),Minivan,4.0,6.0,Black,Used,281900,True,True,False
Dealer,Nissan,Qashqai,2010,1598,Petrol,114,Manual,FWD,SUV,5.0,5.0,Gray,Used,37500,True,True,False
Dealer,Dacia,Duster,2014,1598,Petrol+LPG,105,Manual,,SUV,5.0,5.0,Black,Used,35800,True,True,False
Private,Land Rover,Freelander,2014,2179,Diesel,150,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,19900,False,False,True
Private,Opel,Vectra,2004,1910,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Silver,Used,5500,False,False,False
Dealer,Volvo,V40,2017,1969,Petrol,152,Manual,FWD,Compact,5.0,5.0,Black,Used,86900,True,False,False
Dealer,Nissan,Qashqai,2008,1995,Diesel,150,Manual,FWD,SUV,5.0,5.0,Black,Used,28999,True,False,False
Dealer,Audi,A4,2021,1984,Petrol,150,Automatic,FWD,Sedan,4.0,5.0,White,Used,199260,True,True,False
Private,Alfa Romeo,Mito,2011,1368,Petrol,80,Manual,FWD,Small cars,3.0,4.0,White,Used,26900,False,True,False
Private,Volkswagen,Caddy,2017,1968,Diesel,150,Manual,FWD,Minivan,5.0,5.0,Black,Used,81999,True,False,False
Dealer,Volkswagen,Polo,1996,1390,Petrol,60,Manual,FWD,Sedan,5.0,5.0,Red,Used,3500,True,True,False
Dealer,Opel,Vectra,2005,1796,Petrol,122,Manual,,Sedan,5.0,5.0,Black,Used,9999,False,False,False
Dealer,Volkswagen,Passat,2006,1896,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Brown,Used,16900,True,False,False
Dealer,Ford,EcoSport,2017,998,Petrol,125,Manual,FWD,SUV,5.0,5.0,Blue,Used,88900,True,True,False
Dealer,BMW,M4,2022,2993,Petrol,510,Automatic,4WD (permanent),Coupe,2.0,4.0,Red,New,484900,False,False,False
Dealer,Volkswagen,up!,2017,999,Petrol,60,Manual,FWD,Small cars,5.0,4.0,White,Used,38900,True,True,False
Private,Peugeot,3008,2018,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,White,Used,86900,True,True,False
Private,Opel,Meriva,2007,1598,Petrol,100,Manual,,Minivan,5.0,,Silver,Used,10900,False,False,False
Private,BMW,X3,2017,1997,Petrol,245,Automatic,4WD (permanent),SUV,5.0,5.0,Red,Used,99999,False,False,False
Dealer,Volvo,V40,2016,1498,Petrol,152,Automatic,FWD,Compact,4.0,5.0,White,Used,73900,True,True,False
Dealer,Peugeot,508,2012,1560,Diesel,114,Manual,FWD,Sedan,4.0,5.0,Blue,Used,29900,False,False,False
Private,Audi,A3,1998,1595,Petrol+LPG,74,Manual,FWD,Small cars,3.0,5.0,Green,Used,3800,False,False,False
Private,Opel,Meriva,2006,1598,Petrol,100,Manual,,Minivan,5.0,,Black,Used,10900,False,False,False
Private,Kia,Sorento,2010,2199,Diesel,197,Manual,4WD (manual),SUV,5.0,5.0,Black,Used,20900,False,False,True
Dealer,Dacia,Duster,2022,999,Petrol+LPG,100,Manual,FWD,SUV,5.0,5.0,Other,New,83200,False,False,False
Dealer,Land Rover,Range Rover Sport,2008,3628,Diesel,272,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,40900,False,False,False
Dealer,Kia,Sportage,2022,1598,Hybrid,180,Automatic,FWD,SUV,5.0,5.0,White,New,184200,False,False,False
Dealer,Opel,Zafira,2010,2198,Petrol,150,Manual,,Minivan,5.0,7.0,Other,Used,10900,True,False,True
Private,Fiat,Panda,2005,1108,Petrol+LPG,54,Manual,FWD,Small cars,5.0,2.0,White,Used,4500,False,False,False
Dealer,Audi,Q5,2022,1968,Diesel,163,Automatic,FWD,SUV,5.0,5.0,White,New,228900,False,False,False
Dealer,Porsche,Macan,2020,1984,Petrol,245,Automatic,4WD (permanent),SUV,5.0,5.0,Brown,New,281000,True,True,False
Dealer,Škoda,Superb,2022,1968,Diesel,200,Automatic,FWD,Sedan,5.0,5.0,Silver,New,165650,False,False,False
Dealer,Škoda,Superb,2022,1968,Diesel,150,Automatic,FWD,Sedan,5.0,5.0,Blue,New,164850,False,False,False
Dealer,Škoda,Karoq,2022,1968,Diesel,150,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,New,161700,False,False,False
Dealer,Škoda,Kamiq,2022,1498,Petrol,150,Manual,FWD,SUV,5.0,5.0,Red,New,115250,False,False,False
Dealer,Honda,Civic,2015,1798,Petrol,140,Manual,FWD,Compact,5.0,5.0,Blue,Used,59600,False,False,False
Private,Audi,A5,2012,1798,Petrol,170,Manual,FWD,Sedan,5.0,5.0,Other,Used,59900,True,True,False
Dealer,Citroën,C5,2008,1560,Diesel,109,Manual,FWD,station wagon,4.0,5.0,Black,Used,19900,False,False,False
Dealer,Ford,Kuga,2022,1499,Petrol,150,Manual,FWD,SUV,5.0,5.0,Gray,New,163500,False,False,False
Dealer,Mitsubishi,Space Star,2022,1193,Petrol,71,Manual,FWD,Compact,5.0,5.0,Silver,New,52191,False,False,False
Private,Ford,Kuga,2009,1997,Diesel,136,Manual,4WD (permanent),SUV,5.0,5.0,Black,Used,34900,False,False,False
Private,Hyundai,I30,2020,1353,Petrol,140,Automatic,FWD,station wagon,5.0,5.0,Other,Used,79000,True,True,False
Private,Mitsubishi,Eclipse Cross,2019,1499,Petrol,163,Automatic,,SUV,5.0,5.0,White,Used,79999,False,False,False
Private,Fiat,Punto,2003,1242,Petrol,60,Manual,,Small cars,5.0,5.0,Silver,Used,3800,False,False,False
Dealer,Nissan,Juke,2020,999,Petrol,117,Automatic,FWD,SUV,5.0,5.0,Blue,Used,103900,True,True,False
Dealer,Peugeot,2008,2017,1199,Petrol,110,Manual,,SUV,5.0,5.0,Red,Used,57900,False,False,False
Dealer,Mercedes-Benz,Klasa E,2021,1950,Diesel,195,Automatic,RWD,Sedan,4.0,5.0,White,Used,255000,True,True,False
Dealer,Citroën,Xsara Picasso,2008,1560,Diesel,90,Manual,FWD,Minivan,5.0,5.0,Gray,Used,7900,False,False,False
Dealer,Hyundai,Tucson,2022,1598,Hybrid,180,Automatic,FWD,SUV,5.0,5.0,Blue,New,166200,False,False,False
Dealer,BMW,Seria 7,2020,2993,Diesel,286,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,410000,True,False,False
Dealer,Audi,Q3,2022,1395,Hybrid,245,Automatic,FWD,SUV,5.0,5.0,Blue,New,248100,False,False,False
Dealer,Opel,Corsa,2012,1398,Petrol,100,Manual,FWD,City cars,5.0,5.0,Gray,Used,27900,True,False,False
Dealer,Ford,Focus,2013,1560,Diesel,116,Manual,FWD,station wagon,5.0,5.0,Other,Used,32900,False,False,False
Private,Peugeot,Partner,2008,1360,Petrol+LPG,75,Manual,FWD,Minivan,4.0,5.0,Beige,Used,9999,False,False,False
Private,Toyota,Highlander,2008,3546,Petrol,270,Automatic,4WD (permanent),SUV,5.0,7.0,Silver,Used,81500,False,False,False
Dealer,BMW,X3,2009,2979,Petrol,272,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,38900,False,False,False
Private,Volkswagen,Golf,2016,1197,Petrol,85,Manual,,Compact,5.0,,White,Used,48900,False,False,False
Private,Dodge,Durango,2017,3600,Petrol,300,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,157440,False,False,False
Dealer,Ford,Mustang,2017,4951,Petrol,421,Automatic,RWD,Coupe,3.0,4.0,White,Used,169900,True,True,False
Dealer,Volkswagen,California,2022,1968,Diesel,177,Automatic,4WD (permanent),Minivan,5.0,6.0,Silver,New,397339,False,False,False
Dealer,Mercedes-Benz,Klasa C,2017,1991,Petrol,184,Automatic,4WD (permanent),station wagon,5.0,5.0,Blue,Used,104900,True,True,False
Private,Land Rover,Discovery,2012,4999,Petrol,375,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,67900,False,False,False
Private,Jeep,Grand Cherokee,2018,3604,Petrol,286,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,131900,False,False,False
Dealer,Volkswagen,Jetta,2007,1598,Petrol,115,Manual,FWD,Sedan,4.0,5.0,Gray,Used,14900,True,False,False
Private,Mercedes-Benz,Klasa C,2008,2987,Diesel,224,Automatic,RWD,Sedan,4.0,5.0,Black,Used,34900,True,False,False
Dealer,Volkswagen,Golf Plus,2009,1968,Diesel,110,Manual,FWD,Minivan,5.0,5.0,Gray,Used,23900,True,True,False
Dealer,Mazda,6,2015,2191,Diesel,150,Manual,FWD,Sedan,4.0,5.0,Gray,Used,28500,False,False,True
Dealer,Mercedes-Benz,GLB,2021,1950,Diesel,150,Automatic,FWD,SUV,5.0,5.0,White,Used,175000,True,True,False
Dealer,Audi,e-tron,2022,,Electric,408,Automatic,4WD (permanent),SUV,5.0,5.0,White,New,408900,False,False,False
Private,BMW,Seria 5,2009,1995,Diesel,177,Manual,,station wagon,5.0,,Gray,Used,28900,False,False,False
Dealer,BMW,X6,2010,2993,Diesel,285,Automatic,4WD (automatic),SUV,5.0,4.0,Silver,Used,86600,False,False,False
Private,Opel,Corsa,1998,973,Petrol,55,Manual,,Sedan,3.0,5.0,Red,Used,1999,False,False,False
Dealer,Hyundai,i20,2019,1248,Petrol,84,Manual,FWD,City cars,5.0,5.0,Red,Used,55000,True,True,False
Private,BMW,Seria 5,2007,2993,Diesel,235,Automatic,4WD (permanent),station wagon,5.0,5.0,Black,Used,30900,False,False,False
Dealer,Lexus,IS,2014,3456,Petrol,310,Automatic,4WD (automatic),Sedan,4.0,5.0,White,Used,116600,False,False,False
Dealer,Škoda,Superb,2021,1968,Diesel,200,Automatic,FWD,station wagon,5.0,5.0,White,New,167600,False,False,False
Dealer,Ford,Focus,2013,1596,Petrol,150,Manual,FWD,Compact,5.0,5.0,Black,Used,34900,True,False,False
Private,Fiat,500L,2013,1598,Diesel,105,Manual,FWD,Minivan,5.0,5.0,Beige,Used,25500,False,False,False
Private,Volkswagen,Beetle,2013,1984,Petrol,211,Automatic,,City cars,2.0,4.0,Black,Used,46500,False,False,False
Dealer,Audi,A4,2009,1968,Diesel,143,Manual,FWD,station wagon,5.0,5.0,Blue,Used,36800,True,True,False
Private,Suzuki,Swift,2006,1328,Petrol,92,Manual,FWD,City cars,5.0,5.0,Green,Used,11900,False,True,False
Dealer,Škoda,Octavia,2018,1498,Petrol,150,Manual,FWD,Sedan,5.0,5.0,Black,Used,72900,True,True,False
Dealer,Volkswagen,Passat,2018,1798,Petrol,179,Manual,FWD,Sedan,5.0,5.0,Blue,Used,89900,True,True,False
Dealer,Toyota,Avensis,2017,1995,Diesel,142,Manual,FWD,station wagon,5.0,5.0,Gray,Used,79900,True,True,False
Private,Mercedes-Benz,CLA,2016,2143,Diesel,136,Manual,,station wagon,5.0,5.0,Other,Used,43888,False,False,True
Dealer,Audi,A4,2007,1896,Diesel,115,Manual,FWD,station wagon,5.0,5.0,Black,Used,20900,True,False,False
Dealer,Dacia,Duster,2014,1598,Petrol,105,Manual,FWD,SUV,5.0,5.0,Brown,Used,43900,True,True,False
Private,Opel,Vectra,2008,1796,Petrol,140,Manual,,Sedan,5.0,5.0,Silver,Used,17900,True,False,False
Dealer,Porsche,Macan,2020,1984,Petrol,245,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,339900,True,True,False
Dealer,Mercedes-Benz,Klasa E,2021,1950,Diesel,195,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,239000,True,True,False
Private,Volkswagen,Jetta,1987,1595,Petrol+LPG,75,Manual,FWD,Sedan,4.0,5.0,Gold,Used,9000,False,False,False
Dealer,Mercedes-Benz,Klasa E,2019,1991,Petrol,197,Automatic,4WD (automatic),Coupe,2.0,4.0,Black,Used,229000,True,True,False
Dealer,Toyota,Yaris,2019,1496,Petrol,111,Manual,,City cars,5.0,5.0,Blue,Used,62900,True,True,False
Private,Opel,Astra,2008,1686,Diesel,125,Manual,FWD,station wagon,5.0,5.0,Gray,Used,11500,True,False,False
Dealer,Mercedes-Benz,GLB,2021,1950,Diesel,150,Automatic,FWD,SUV,5.0,5.0,White,Used,165000,True,True,False
Private,Audi,A3,2002,1600,Petrol,100,Manual,FWD,Small cars,3.0,5.0,Red,Used,6699,False,False,False
Dealer,Audi,A8,2006,4134,Diesel,326,Automatic,4WD (automatic),Sedan,4.0,5.0,Green,Used,39900,False,False,False
Private,Audi,A3,2010,1598,Diesel,105,Manual,,City cars,5.0,5.0,Black,Used,27900,False,False,False
Dealer,Škoda,Superb,2022,1498,Petrol,150,Automatic,FWD,Sedan,5.0,5.0,Blue,New,130000,True,True,False
Dealer,Volkswagen,Passat,2003,1781,Petrol,150,Manual,FWD,station wagon,4.0,5.0,Silver,Used,11900,True,False,False
Private,Volkswagen,Touareg,2011,2967,Diesel,245,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,37900,False,False,False
Private,Mercedes-Benz,Klasa S,1990,4194,Petrol,224,Automatic,RWD,Sedan,4.0,5.0,Silver,Used,44500,False,True,False
Private,Honda,Jazz,2015,1198,Petrol,90,Manual,FWD,Small cars,5.0,5.0,Blue,Used,32500,False,True,False
Private,Renault,Kadjar,2016,1461,Diesel,110,Manual,,SUV,5.0,5.0,Blue,Used,62900,False,False,False
Private,Acura,MDX,2017,3500,Petrol,291,Automatic,FWD,SUV,5.0,7.0,White,Used,125000,False,False,False
Dealer,Ford,Tourneo Connect,2022,1968,Diesel,122,Manual,FWD,Minivan,5.0,5.0,Blue,New,154900,False,False,False
Dealer,Ford,Tourneo Connect,2022,1968,Diesel,122,Manual,FWD,Minivan,5.0,7.0,Black,New,155558,False,False,False
Dealer,Nissan,Qashqai,2011,1598,Petrol,117,Manual,FWD,SUV,5.0,5.0,Gray,Used,29900,False,False,False
Private,Opel,Astra,2011,1364,Petrol,140,Manual,FWD,Compact,5.0,5.0,White,Used,29900,True,False,False
Dealer,Opel,Astra,2012,1364,Petrol,140,Manual,FWD,station wagon,5.0,5.0,Gray,Used,27900,True,True,False
Dealer,Mercedes-Benz,Klasa G,2021,3982,Petrol,585,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,1399900,True,True,False
Private,Audi,A6,2017,1968,Diesel,190,Automatic,4WD (automatic),station wagon,5.0,5.0,Gray,Used,169900,True,True,False
Private,Audi,Q7,2008,2967,Diesel,240,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,29900,False,False,True
Dealer,Honda,Accord,2004,1998,Petrol,155,Manual,FWD,Sedan,5.0,5.0,Gray,Used,16400,False,False,False
Dealer,Mercedes-Benz,GLE,2021,1950,Diesel,245,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,336900,True,True,False
Private,Ford,Mondeo,2007,1997,Diesel,116,Manual,FWD,station wagon,5.0,5.0,Black,Used,10500,False,False,False
Dealer,Mercedes-Benz,GLB,2021,1950,Diesel,150,Automatic,FWD,SUV,5.0,5.0,White,Used,169900,True,True,False
Dealer,Peugeot,108,2018,998,Petrol,69,Manual,FWD,Small cars,3.0,4.0,Red,Used,17900,False,False,True
Dealer,Hyundai,i20,2012,1396,Diesel,75,Manual,FWD,City cars,5.0,5.0,Gray,Used,12900,False,False,True
Private,Nissan,Qashqai,2012,1598,Diesel,130,Manual,FWD,SUV,5.0,5.0,White,Used,33800,False,False,False
Dealer,Toyota,Yaris,2017,998,Petrol,69,Manual,FWD,City cars,5.0,5.0,Other,Used,54900,False,True,False
Dealer,Porsche,Macan,2018,1984,Petrol,245,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,224257,True,True,False
Private,Renault,Megane,2010,1870,Diesel,130,Manual,FWD,Compact,3.0,5.0,White,Used,19900,True,False,False
Private,Ford,Focus,2013,999,Petrol,100,Manual,FWD,station wagon,5.0,5.0,Beige,Used,23900,True,False,False
Dealer,Honda,CR-V,2007,1997,Petrol,150,Manual,4WD (permanent),SUV,5.0,5.0,Silver,Used,39900,True,True,False
Dealer,Nissan,Townstar,2022,1333,Petrol,130,Manual,FWD,Minivan,5.0,5.0,Gray,New,100737,False,False,False
Dealer,Opel,Astra,2009,1598,Petrol+LPG,115,Manual,FWD,Compact,5.0,5.0,Silver,Used,16900,False,False,False
Private,Seat,Exeo,2010,1968,Diesel,143,Manual,FWD,station wagon,5.0,5.0,Black,Used,23900,False,False,False
Dealer,BMW,X3,2007,1995,Diesel,150,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,28800,True,True,False
Private,Volkswagen,Beetle,2012,1598,Diesel,105,Manual,FWD,City cars,3.0,4.0,Red,Used,40500,False,False,False
Dealer,BMW,Seria 8,2022,2993,Diesel,340,Automatic,4WD (permanent),Sedan,4.0,4.0,Black,New,524100,False,False,False
Dealer,Mitsubishi,Eclipse Cross,2021,2360,Hybrid,188,Automatic,4WD (permanent),SUV,5.0,5.0,Red,Used,176000,False,False,False
Dealer,Audi,A6,2022,1984,Petrol,265,Automatic,FWD,Sedan,5.0,5.0,Gray,New,274261,False,False,False
Private,Nissan,Qashqai,2010,1598,Petrol,115,Manual,,SUV,5.0,5.0,Blue,Used,35700,False,False,False
Dealer,Toyota,Yaris,2017,1497,Hybrid,100,Automatic,FWD,Compact,5.0,5.0,Beige,Used,71900,True,True,False
Dealer,Mitsubishi,ASX,2020,1998,Petrol,150,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,87000,False,False,False
Dealer,Peugeot,RCZ,2012,1598,Petrol,200,Manual,FWD,Coupe,2.0,4.0,Black,Used,59900,True,True,False
Private,Renault,Kadjar,2019,1332,Petrol,160,Automatic,,SUV,5.0,5.0,Blue,Used,101000,True,False,False
Private,Škoda,Superb,2016,1968,Diesel,190,Automatic,FWD,station wagon,5.0,5.0,Red,Used,72900,False,False,False
Private,Renault,Scenic,2015,1461,Diesel,110,Manual,FWD,Minivan,5.0,5.0,White,Used,19000,False,False,True
Private,Chevrolet,Aveo,2012,1248,Diesel,75,Manual,FWD,City cars,4.0,5.0,Black,Used,11900,False,False,True
Dealer,Peugeot,308,2016,1199,Petrol,110,Manual,FWD,Compact,5.0,5.0,Black,Used,39900,True,False,False
Dealer,BMW,Seria 3,2017,1995,Diesel,150,Automatic,RWD,station wagon,,,Black,Used,99900,True,True,False
Dealer,Škoda,Octavia,2018,1498,Petrol,150,Manual,FWD,station wagon,5.0,,Silver,Used,73900,True,True,False
Dealer,Mercedes-Benz,Klasa E,2021,1950,Diesel,195,Automatic,RWD,Sedan,4.0,5.0,White,Used,255000,True,True,False
Dealer,Fiat,500,2012,1368,Petrol,100,Manual,FWD,Small cars,3.0,4.0,Black,Used,22900,True,False,False
Dealer,Nissan,Qashqai,2010,1997,Petrol,140,Manual,FWD,SUV,5.0,7.0,Black,Used,39900,False,False,False
Dealer,Mercedes-Benz,GLE,2020,3982,Petrol,612,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,Used,679900,True,True,False
Private,Suzuki,Samurai,2001,1905,Diesel,63,Manual,4WD (manual),station wagon,3.0,4.0,Green,Used,23500,False,False,False
Private,Dodge,Challenger,2018,3604,Petrol,309,Automatic,RWD,Coupe,2.0,5.0,Black,Used,106000,False,True,False
Dealer,Peugeot,108,2021,998,Petrol,72,Manual,FWD,Small cars,5.0,5.0,Red,Used,49900,False,False,False
Dealer,Volvo,C40,2022,,Electric,408,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,New,283400,False,False,False
Private,BMW,Seria 7,2010,2993,Diesel,245,Automatic,RWD,Sedan,4.0,,White,Used,53900,False,False,False
Private,Opel,Astra,2008,1686,Diesel,125,Manual,FWD,station wagon,5.0,5.0,Gray,Used,11500,True,False,False
Private,Audi,A3,2002,1600,Petrol,100,Manual,FWD,Small cars,3.0,5.0,Red,Used,6699,False,False,False
Dealer,Mercedes-Benz,GLB,2021,1950,Diesel,150,Automatic,FWD,SUV,5.0,5.0,White,Used,165000,True,True,False
Dealer,Audi,A8,2006,4134,Diesel,326,Automatic,4WD (automatic),Sedan,4.0,5.0,Green,Used,39900,False,False,False
