seller,make,model,year,capacity,fuel,horse power,transmission,drive train,body type,doors,seats,color,state,price,serviced at aso,first owner,damaged
Private,Chrysler,Pacifica,2006,3518,Petrol+LPG,253,Automatic,,station wagon,5.0,6.0,White,Used,17800,False,False,False
Private,Saab,9-3,2008,1998,Petrol,175,Manual,,station wagon,5.0,5.0,Gray,Used,24999,False,False,False
Private,BMW,M3,2008,3999,Petrol,420,Automatic,RWD,Coupe,2.0,4.0,White,Used,149900,False,False,False
Private,Seat,Ibiza,2019,999,Petrol,115,Automatic,FWD,City cars,5.0,5.0,Red,Used,76000,True,False,False
Dealer,Lincoln,Inny,1979,5700,Petrol,137,Automatic,RWD,Sedan,4.0,,Beige,Used,39900,False,False,False
Private,Renault,Twingo,2010,1149,Petrol,75,Manual,,Small cars,3.0,4.0,Black,Used,10500,False,False,False
Private,Volkswagen,Golf Plus,2010,1598,Diesel,105,Manual,FWD,Compact,5.0,5.0,Gray,Used,29800,True,False,False
Private,Kia,Sportage,2015,1685,Diesel,115,Manual,FWD,SUV,5.0,5.0,Black,Used,54999,True,False,False
Dealer,Nissan,Qashqai+2,2010,1997,Petrol,140,Manual,FWD,SUV,5.0,7.0,Black,Used,38900,True,True,False
Dealer,Chevrolet,Astro,1998,4293,Petrol,190,Automatic,RWD,Minivan,4.0,7.0,White,Used,27500,False,False,False
Private,Volkswagen,Polo,2015,1422,Diesel,75,Manual,FWD,Coupe,5.0,5.0,Gray,Used,28900,True,False,False
Private,Opel,Corsa,2015,1398,Petrol+LPG,90,Manual,,City cars,5.0,,Yellow,Used,29900,False,False,False
Private,Ford,Fiesta,2016,998,Petrol,100,Manual,FWD,City cars,5.0,5.0,Black,Used,35500,True,False,False
Dealer,Citroën,C5,2009,1749,Petrol,125,Manual,FWD,station wagon,5.0,5.0,Red,Used,25900,True,True,False
Dealer,Hyundai,ix35,2013,1591,Petrol,135,Manual,FWD,SUV,5.0,5.0,Black,Used,49900,True,True,False
Private,Citroën,C4,2011,1598,Petrol,120,Manual,FWD,Compact,5.0,5.0,Black,Used,17900,False,False,False
Private,BMW,Seria 6,2015,2993,Diesel,313,Automatic,4WD (automatic),Sedan,4.0,5.0,White,Used,150000,True,True,False
Private,Audi,A4,2008,1798,Petrol,160,Manual,FWD,Sedan,5.0,5.0,Other,Used,29999,True,False,False
Dealer,Opel,Astra,2014,1686,Diesel,110,Manual,FWD,station wagon,5.0,5.0,Gray,Used,28900,True,False,False
Private,Audi,A4,2008,1798,Petrol,160,Manual,FWD,Sedan,5.0,5.0,Other,Used,29999,True,False,False
Dealer,Opel,Astra,2014,1686,Diesel,110,Manual,FWD,station wagon,5.0,5.0,Gray,Used,28900,True,False,False
Private,Kia,Pro_cee'd,2009,1582,Diesel,115,Manual,FWD,Coupe,3.0,5.0,Silver,Used,15500,False,False,False
Private,Mercedes-Benz,Klasa S,2016,4663,Petrol,455,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,289000,True,True,False
Dealer,Alfa Romeo,Stelvio,2022,1995,Petrol,280,Automatic,4WD (permanent),SUV,5.0,5.0,Gold,New,256700,False,False,False
Private,Opel,Astra,2018,1399,Petrol,150,Automatic,FWD,Compact,5.0,5.0,White,Used,68000,True,True,False
Dealer,Alfa Romeo,Giulia,2022,1995,Petrol,280,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,221200,False,False,False
Dealer,Audi,A6,2022,1984,Petrol,265,Automatic,4WD (permanent),station wagon,5.0,5.0,Black,New,340900,False,False,False
Private,Mercedes-Benz,Klasa A,2015,1595,Petrol,122,Manual,FWD,Compact,5.0,5.0,Black,Used,72990,True,True,False
Private,Volkswagen,Tiguan,2009,1984,Petrol,170,Manual,4WD (automatic),SUV,5.0,5.0,Gray,Used,41490,True,False,False
Private,Škoda,Octavia,2012,1598,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Gray,Used,26500,True,False,False
Private,Infiniti,Q70,2015,3696,Petrol,320,Automatic,RWD,Sedan,4.0,5.0,Other,Used,84870,True,False,False
Dealer,Renault,Captur,2022,999,Petrol+LPG,100,Manual,FWD,SUV,5.0,5.0,Red,New,87000,False,False,False
Dealer,Hyundai,Tucson,2006,1975,Petrol,141,Manual,FWD,SUV,5.0,5.0,Gray,Used,23900,True,True,False
Private,Mercedes-Benz,GLA,2018,1991,Petrol,381,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,230010,True,True,False
Private,Audi,A6,2005,2967,Diesel,224,Automatic,4WD (permanent),Sedan,5.0,5.0,Gray,Used,23000,False,False,False
Dealer,Kia,Sportage,2022,1598,Petrol,150,Manual,FWD,SUV,5.0,5.0,Other,New,149800,False,False,False
Private,BMW,Seria 3,2019,1998,Petrol,258,Automatic,4WD (automatic),Sedan,4.0,5.0,White,Used,165000,False,False,False
Private,Škoda,Superb,2015,1968,Diesel,170,Manual,FWD,station wagon,5.0,5.0,Silver,Used,44900,False,False,False
Private,Škoda,Octavia,2017,1395,Petrol,149,Manual,FWD,Compact,5.0,5.0,Black,Used,71900,True,True,False
Private,BMW,Seria 1,2008,1599,Petrol,122,Manual,RWD,Compact,5.0,5.0,Red,Used,19900,False,False,False
Private,Audi,Q8,2021,2967,Diesel,231,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,385000,False,True,False
Private,Citroën,C3,2010,1360,Petrol,73,Manual,FWD,City cars,5.0,5.0,Gray,Used,21000,False,True,False
Private,BMW,Seria 5,2013,1995,Diesel,218,Automatic,4WD (automatic),Sedan,4.0,5.0,Other,Used,69900,True,False,False
Private,BMW,Seria 5,2003,2993,Diesel,218,Automatic,RWD,Sedan,4.0,5.0,Other,Used,28900,False,False,False
Private,Renault,Laguna,2011,1461,Diesel,110,Manual,,station wagon,5.0,5.0,Black,Used,16499,False,False,False
Private,Škoda,Citigo,2017,999,Petrol+LPG,60,Manual,FWD,Small cars,3.0,4.0,White,Used,33500,True,False,False
Dealer,Volvo,XC 90,2006,2500,Petrol,210,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,32700,True,False,False
Dealer,Volvo,S60,2007,2500,Petrol,210,Automatic,FWD,Sedan,4.0,5.0,Black,Used,21700,True,False,False
Dealer,Citroën,C4,2010,1598,Petrol,120,Manual,FWD,Compact,5.0,5.0,Red,Used,29900,True,True,False
Private,Hyundai,I30,2011,1396,Petrol,109,Manual,FWD,Compact,5.0,5.0,Blue,Used,19999,False,False,False
Private,Fiat,Ducato,2011,2999,Diesel,157,Automatic,,Minivan,2.0,4.0,White,Used,233000,False,False,False
Private,Hyundai,I30,2011,1396,Petrol,109,Manual,FWD,Compact,5.0,5.0,Blue,Used,19999,False,False,False
Private,Fiat,Ducato,2011,2999,Diesel,157,Automatic,,Minivan,2.0,4.0,White,Used,233000,False,False,False
Dealer,Opel,Insignia,2019,1956,Diesel,210,Automatic,4WD (automatic),station wagon,5.0,5.0,Gray,Used,109800,True,True,False
Private,Citroën,C4 Grand Picasso,2016,1997,Diesel,150,Manual,FWD,Minivan,5.0,7.0,Black,Used,39900,False,False,True
Private,BMW,Seria 5,1993,1991,Petrol,150,Manual,RWD,Sedan,5.0,5.0,Blue,Used,20900,False,False,False
Private,Mercedes-Benz,Klasa A,2005,1991,Diesel,109,Manual,,City cars,5.0,5.0,Brown,Used,6500,False,True,False
Private,Suzuki,Vitara,2019,998,Petrol,111,Manual,FWD,SUV,5.0,5.0,Black,Used,42900,False,False,True
Dealer,Volvo,V40,2016,1969,Diesel,120,Manual,FWD,Compact,5.0,5.0,Black,Used,51800,True,True,False
Dealer,Suzuki,SX4 S-Cross,2016,998,Petrol,111,Manual,FWD,SUV,5.0,5.0,White,Used,54500,True,False,False
Private,Škoda,Kodiaq,2018,1984,Petrol,180,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,138805,True,True,False
Private,Mercedes-Benz,CLA,2017,1991,Petrol,211,Automatic,FWD,Sedan,5.0,5.0,Silver,Used,103000,False,False,False
Dealer,Ford,Focus,2010,1560,Diesel,90,Manual,FWD,station wagon,5.0,5.0,Gray,Used,19900,True,True,False
Dealer,Volkswagen,Golf,2022,1498,Petrol,150,Automatic,FWD,Compact,5.0,5.0,Yellow,New,135500,False,False,False
Dealer,Ford,Mondeo,2010,1999,Petrol,145,Manual,FWD,station wagon,5.0,5.0,Gray,Used,27900,True,True,False
Dealer,Hyundai,Tucson,2016,1591,Petrol,132,Manual,FWD,SUV,5.0,5.0,White,Used,73999,True,True,False
Private,Ford,Focus,2016,2300,Petrol,350,Manual,4WD (permanent),Compact,5.0,5.0,Black,Used,165000,True,True,False
Private,BMW,Seria 5,2011,1995,Diesel,163,Manual,,Sedan,5.0,5.0,Black,Used,49900,False,False,False
Dealer,Alfa Romeo,Stelvio,2022,1995,Petrol,280,Automatic,4WD (permanent),SUV,5.0,5.0,White,New,257000,False,False,False
Dealer,Alfa Romeo,Giulia,2022,1995,Petrol,280,Automatic,4WD (permanent),Sedan,4.0,5.0,Blue,New,232600,False,False,False
Dealer,BMW,X3,2021,1998,Petrol,252,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,334800,False,False,False
Dealer,Audi,A6,2022,1968,Diesel,204,Automatic,4WD (permanent),station wagon,5.0,5.0,Black,New,318600,False,False,False
Private,Audi,Q5,2017,1984,Petrol,252,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,Used,144900,False,False,False
Dealer,Ford,Mondeo,2010,1999,Petrol,145,Manual,FWD,station wagon,5.0,5.0,Black,Used,26900,True,True,False
Dealer,Peugeot,2008,2015,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Black,Used,49000,True,True,False
Private,Škoda,Superb,2010,1798,Petrol,160,Manual,,station wagon,5.0,5.0,Silver,Used,18999,False,False,True
Dealer,Renault,Captur,2022,1332,Petrol,140,Manual,FWD,SUV,5.0,5.0,White,New,99000,False,False,False
Dealer,Audi,Q3,2022,1498,Petrol,150,Automatic,FWD,SUV,5.0,5.0,Gray,New,197600,False,False,False
Private,Ford,Kuga,2009,1997,Diesel,136,Manual,4WD (automatic),SUV,5.0,5.0,Violet,Used,37900,True,False,False
Private,Opel,Astra,2016,1598,Diesel,110,Manual,,station wagon,5.0,5.0,Brown,Used,41900,False,False,False
Private,BMW,Seria 7,1981,2788,Petrol,183,Automatic,RWD,Sedan,4.0,5.0,Blue,Used,17500,False,False,False
Private,Opel,Astra,2011,1956,Diesel,160,Manual,FWD,Compact,5.0,5.0,Black,Used,22800,False,False,False
Private,Land Rover,Freelander,2005,2497,Petrol,177,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,19950,False,False,False
Private,Chrysler,Grand Voyager,2009,2777,Diesel,163,Automatic,RWD,Minivan,5.0,7.0,Blue,Used,28900,False,False,False
Dealer,Kia,Sportage,2022,1598,Petrol,150,Manual,FWD,SUV,5.0,5.0,Red,New,132800,False,False,False
Private,Ford,Focus,2017,1999,Petrol,250,Manual,,Compact,5.0,5.0,Yellow,Used,62300,False,False,False
Dealer,Škoda,RAPID,2018,999,Petrol+LPG,110,Manual,FWD,Compact,5.0,5.0,White,Used,39900,True,True,False
Private,Ford,Galaxy,2018,1997,Diesel,180,Automatic,FWD,Minivan,5.0,7.0,Green,Used,115620,True,True,False
Dealer,Opel,Insignia,2014,1956,Diesel,160,Manual,FWD,station wagon,5.0,5.0,Silver,Used,40999,True,True,False
Dealer,Volkswagen,Golf Plus,2009,1595,Petrol,102,Manual,FWD,Minivan,5.0,5.0,Black,Used,32499,True,True,False
Dealer,Audi,Q5,2017,1968,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Silver,Used,147499,True,True,False
Dealer,Ford,Mondeo,2010,1999,Petrol,145,Manual,FWD,Sedan,4.0,5.0,Silver,Used,26499,True,True,False
Private,Volvo,S60,2012,1984,Diesel,163,Manual,FWD,Sedan,4.0,5.0,Black,Used,46999,True,False,False
Dealer,Citroën,C4 Picasso,2014,1560,Petrol,115,Manual,FWD,Minivan,5.0,5.0,White,Used,43000,False,False,False
Private,Jeep,Grand Cherokee,2014,5654,Petrol,352,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,77000,False,False,False
Private,Lexus,NX,2017,1998,Petrol,238,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,159000,True,False,False
Private,Volvo,C30,2007,2521,Petrol,220,Manual,FWD,Compact,3.0,4.0,Silver,Used,24900,True,False,False
Private,Audi,A3,2010,1598,Diesel,105,Manual,FWD,Compact,5.0,5.0,Other,Used,33900,False,False,False
Private,Ford,Fiesta,2016,1242,Petrol,82,Manual,FWD,City cars,5.0,5.0,Black,Used,34900,False,False,False
Private,Volkswagen,Caravelle,2016,1968,Diesel,150,Automatic,FWD,Minivan,5.0,9.0,Black,Used,177700,False,False,False
Dealer,Ford,Focus,2007,1596,Petrol,100,Manual,FWD,Cabriolet,2.0,4.0,Other,Used,17800,True,False,False
Dealer,Peugeot,2008,2014,1598,Petrol,120,Manual,FWD,SUV,5.0,5.0,Red,Used,45700,False,False,False
Dealer,Opel,Astra,2017,1399,Petrol,125,Manual,FWD,Compact,5.0,5.0,Black,Used,62900,False,False,False
Private,Toyota,Avensis,2011,1998,Diesel,126,Manual,,station wagon,5.0,5.0,Black,Used,31499,False,False,False
Dealer,Hyundai,I30,2018,1368,Petrol,100,Manual,FWD,station wagon,5.0,5.0,Silver,Used,51800,True,True,False
Private,Opel,Astra,2008,1598,Petrol,115,Manual,FWD,station wagon,5.0,5.0,Silver,Used,18000,True,False,False
Dealer,Kia,Ceed,2018,1400,Petrol,140,Automatic,FWD,Compact,5.0,5.0,Red,Used,79900,True,False,False
Dealer,Ford,Mondeo,2017,1997,Diesel,150,Automatic,FWD,Compact,5.0,5.0,White,Used,77900,True,True,False
Dealer,Audi,A5,2008,1798,Petrol,170,Manual,FWD,Coupe,2.0,4.0,Green,Used,28999,True,True,False
Private,Seat,Leon,2020,1968,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Black,Used,75990,True,False,False
Dealer,Volkswagen,Golf,2005,1598,Petrol,115,Manual,,Compact,5.0,5.0,Gray,Used,13999,True,False,False
Private,BMW,X5,2004,2993,Diesel,218,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,28000,False,False,False
Dealer,Volvo,V90,2020,1969,Diesel,235,Automatic,4WD (automatic),station wagon,5.0,5.0,Black,Used,217000,True,True,False
Private,Volkswagen,up!,2017,999,Petrol,60,Manual,FWD,Small cars,3.0,4.0,Red,Used,34700,True,False,False
Private,Mercedes-Benz,Klasa E,2005,3498,Petrol+LPG,272,Automatic,RWD,Sedan,4.0,5.0,Silver,Used,13000,False,False,False
Private,Opel,Mokka,2013,1686,Diesel,130,Manual,,SUV,5.0,5.0,White,Used,37500,False,False,False
Dealer,Toyota,RAV4,2017,2494,Hybrid,197,Automatic,4WD (automatic),SUV,5.0,5.0,Silver,Used,125900,True,True,False
Dealer,Ford,Mondeo,2018,1997,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Gray,Used,69900,True,True,False
Private,Mercedes-Benz,Klasa C,2017,2996,Petrol,367,Automatic,4WD (automatic),Cabriolet,2.0,4.0,White,Used,207000,False,True,False
Private,Volkswagen,Passat,2008,1968,Diesel,170,Automatic,,station wagon,5.0,5.0,Gray,Used,28500,False,False,False
Dealer,Mitsubishi,ASX,2018,1590,Petrol,117,Manual,FWD,SUV,5.0,5.0,Blue,Used,82900,True,True,False
Private,Hyundai,Tucson,2021,1591,Petrol,177,Automatic,FWD,SUV,5.0,5.0,Black,Used,99800,False,False,False
Private,Renault,Captur,2014,1461,Diesel,90,Manual,FWD,SUV,5.0,5.0,Other,Used,28000,True,False,False
Private,Audi,A6,2013,1968,Diesel,177,Automatic,FWD,Sedan,4.0,5.0,Other,Used,50000,True,False,False
Private,BMW,Seria 3,2006,1995,Diesel,163,Manual,RWD,station wagon,5.0,5.0,Gray,Used,18900,False,False,False
Private,Seat,Alhambra,2013,1968,Diesel,177,Automatic,FWD,Minivan,5.0,7.0,Silver,Used,83000,True,False,False
Private,Toyota,RAV4,2001,1998,Petrol+LPG,150,Manual,4WD (permanent),SUV,5.0,5.0,Black,Used,17900,False,False,False
Private,BMW,X1,2010,1995,Diesel,204,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,Used,41900,False,False,False
Dealer,Renault,Clio,2013,1149,Petrol,120,Automatic,FWD,Compact,5.0,5.0,Blue,Used,44501,True,False,False
Dealer,Peugeot,2008,2016,1199,Petrol,110,Automatic,FWD,SUV,5.0,5.0,White,Used,64501,True,False,False
Private,Ford,Ranger,2020,1996,Diesel,170,Manual,4WD (manual),SUV,4.0,5.0,Silver,Used,139974,False,True,False
Private,Volkswagen,Passat,2021,1498,Petrol,150,Automatic,,Sedan,4.0,5.0,Silver,Used,57600,False,True,True
Private,Audi,A4 Allroad,2013,1984,Petrol,225,Automatic,4WD (permanent),station wagon,5.0,5.0,Beige,Used,64900,False,False,False
Dealer,Nissan,Qashqai,2022,1332,Petrol,140,Manual,FWD,SUV,5.0,5.0,White,New,111500,False,False,False
Dealer,BMW,Seria 5,2022,1995,Diesel,190,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,New,249750,False,False,False
Private,Audi,A4,2013,1968,Diesel,177,Manual,4WD (permanent),station wagon,5.0,5.0,Brown,Used,51900,True,False,False
Private,Jaguar,E-Pace,2018,1999,Diesel,150,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,119999,True,True,False
Private,MINI,John Cooper Works,2022,1998,Petrol,231,Automatic,,Coupe,3.0,4.0,Yellow,Used,169999,True,True,False
Private,Kia,Optima,2018,1685,Diesel,141,Automatic,FWD,station wagon,5.0,5.0,White,Used,64500,False,False,False
Dealer,Toyota,Corolla,2019,1798,Hybrid,98,Automatic,FWD,Compact,5.0,5.0,Blue,Used,94900,True,True,False
Dealer,Volvo,S90,2022,1969,Diesel,249,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,New,265500,False,False,False
Dealer,Mercedes-Benz,Klasa C,2022,1993,Diesel,200,Automatic,4WD (permanent),station wagon,5.0,5.0,Gray,New,287427,False,False,False
Dealer,BMW,Seria 3,2022,1998,Petrol,184,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,232500,False,False,False
Dealer,BMW,X4,2022,1998,Petrol,245,Automatic,4WD (permanent),SUV,5.0,5.0,Red,New,325100,False,False,False
Private,Audi,A4,2006,2967,Diesel,233,Automatic,4WD (automatic),station wagon,5.0,5.0,Silver,Used,23000,False,False,False
Private,Volkswagen,Tiguan,2018,1968,Diesel,150,Manual,FWD,SUV,5.0,5.0,Beige,Used,119900,True,True,False
Dealer,Volvo,S90,2021,1969,Hybrid,390,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,309500,False,False,False
Dealer,Audi,A6,2021,1968,Diesel,204,Automatic,4WD (automatic),Sedan,4.0,5.0,Blue,New,276000,False,False,False
Private,Nissan,Juke,2016,1461,Diesel,110,Manual,FWD,SUV,5.0,5.0,Yellow,Used,27900,False,False,True
Private,Ford,Escape,2017,1499,Petrol,182,Automatic,FWD,SUV,5.0,5.0,White,Used,65900,False,False,False
Dealer,Mazda,CX-3,2017,1998,Petrol,120,Automatic,FWD,SUV,5.0,5.0,Red,Used,74900,True,True,False
Dealer,Volkswagen,Eos,2009,1968,Diesel,140,Manual,FWD,Cabriolet,2.0,4.0,Silver,Used,28400,True,True,False
Dealer,Dacia,Duster,2014,1598,Petrol,105,Manual,FWD,SUV,5.0,5.0,Black,Used,40300,False,False,False
Private,Porsche,Panamera,2010,4806,Petrol,400,Automatic,,Sedan,5.0,4.0,Silver,Used,109000,False,False,False
Private,Renault,Megane,2017,1598,Petrol,115,Manual,FWD,Sedan,5.0,5.0,White,Used,59900,False,True,False
Dealer,Fiat,Sedici,2010,1586,Petrol,120,Manual,FWD,SUV,5.0,5.0,Beige,Used,24800,True,True,False
Dealer,Audi,Q8,2022,3996,Petrol,507,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,New,618600,False,False,False
Dealer,Ford,Mondeo,2017,1997,Diesel,150,Manual,FWD,Compact,5.0,5.0,Blue,Used,75900,True,True,False
Dealer,Mercedes-Benz,Klasa B,2010,1991,Diesel,109,Automatic,FWD,Compact,5.0,5.0,Black,Used,32400,False,False,False
Private,Audi,A4,2006,1968,Diesel,140,Manual,FWD,station wagon,5.0,5.0,Gray,Used,21000,False,False,False
Private,Ford,EDGE,2018,1997,Petrol,245,Automatic,FWD,SUV,5.0,5.0,Silver,Used,86000,False,False,False
Dealer,Audi,Q8,2022,3996,Petrol,507,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,New,551000,False,False,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,Black,New,517194,False,False,False
Dealer,BMW,Seria 7,2022,4395,Petrol,530,Automatic,4WD (permanent),Sedan,4.0,5.0,Silver,New,767150,False,False,False
Dealer,BMW,X7,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,7.0,Black,New,449000,False,False,False
Private,Škoda,Superb,2017,1968,Diesel,190,Automatic,4WD (permanent),station wagon,5.0,5.0,Black,Used,115900,True,True,False
Private,Audi,A5,2008,2967,Diesel,240,Manual,4WD (permanent),Coupe,2.0,4.0,Silver,Used,28000,False,False,False
Dealer,BMW,Seria 1,2022,1998,Petrol,306,Automatic,4WD (permanent),City cars,5.0,5.0,Blue,New,261200,False,False,False
Dealer,Ford,Puma,2022,999,Hybrid,125,Automatic,FWD,SUV,5.0,5.0,Red,New,137040,False,False,False
Dealer,BMW,Seria 4,2022,1995,Diesel,190,Automatic,4WD (permanent),Sedan,5.0,5.0,Gray,New,276300,False,False,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,Black,New,482200,False,False,False
Dealer,BMW,X2,2022,1499,Petrol,136,Automatic,FWD,SUV,5.0,5.0,White,New,170400,False,False,False
Dealer,Opel,Meriva,2014,1364,Petrol,120,Automatic,FWD,Minivan,5.0,5.0,Brown,Used,36600,True,False,False
Dealer,Ford,Mondeo,2018,1997,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Blue,Used,79900,True,True,False
Dealer,Renault,Talisman,2018,1598,Diesel,160,Automatic,FWD,station wagon,5.0,5.0,Black,Used,93500,True,False,False
Private,Mercedes-Benz,Klasa C,2015,1991,Petrol,245,Automatic,,Sedan,4.0,5.0,Black,Used,99900,False,False,False
Dealer,Ford,Kuga,2014,1596,Petrol,150,Manual,FWD,SUV,5.0,5.0,White,Used,52900,True,False,False
Dealer,MINI,Cooper,2012,1598,Petrol,122,Manual,FWD,City cars,3.0,4.0,Red,Used,34600,False,False,False
Private,Mercedes-Benz,Vito,2017,1598,Diesel,114,Manual,FWD,Minivan,4.0,9.0,White,Used,99200,False,False,False
Private,Mercedes-Benz,Vito,2017,1598,Diesel,114,Manual,FWD,Minivan,4.0,9.0,White,Used,99200,False,False,False
Private,Kia,Niro,2021,1580,Hybrid,105,Automatic,FWD,SUV,5.0,5.0,Other,Used,115000,True,True,False
Dealer,Škoda,Superb,2017,1968,Diesel,191,Manual,FWD,Sedan,5.0,5.0,Blue,Used,109900,False,False,False
Private,Opel,Astra,2009,1796,Petrol+LPG,140,Manual,FWD,Compact,5.0,5.0,White,Used,15800,True,True,False
Private,Toyota,Camry,2018,2487,Hybrid,178,Automatic,FWD,Sedan,4.0,5.0,Blue,Used,89300,False,False,False
Dealer,Mercedes-Benz,Klasa C,2018,1595,Petrol,156,Manual,RWD,station wagon,5.0,5.0,Black,Used,109900,True,False,False
Private,Mercedes-Benz,SL,2002,4966,Petrol,306,Automatic,RWD,Cabriolet,2.0,2.0,Silver,Used,139000,False,False,False
Dealer,BMW,M5,2021,4395,Petrol,600,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,459800,True,True,False
Private,BMW,Seria 6,2015,2993,Diesel,313,Automatic,4WD (automatic),Sedan,5.0,5.0,Blue,Used,144000,True,False,False
Private,Ford,S-Max,2015,1997,Diesel,180,Automatic,FWD,Minivan,5.0,7.0,White,Used,69900,False,False,False
Dealer,Toyota,Corolla,2019,1798,Hybrid,98,Automatic,FWD,Sedan,4.0,5.0,Red,Used,94900,True,True,False
Dealer,BMW,Seria 5,2020,1998,Petrol,184,Automatic,RWD,Sedan,4.0,5.0,Black,Used,234000,True,True,False
Private,Audi,Q5,2011,1968,Diesel,170,Automatic,4WD (permanent),SUV,5.0,5.0,Red,Used,72000,True,True,False
Dealer,Renault,Captur,2015,898,Petrol,90,Manual,FWD,SUV,5.0,5.0,Gray,Used,49900,True,False,False
Private,Volkswagen,Tiguan,2021,1498,Petrol,150,Automatic,FWD,SUV,5.0,5.0,White,Used,177700,True,True,False
Dealer,Fiat,Tipo,2021,999,Petrol,100,Manual,FWD,Compact,5.0,5.0,Red,New,74350,False,False,False
Private,Ford,Focus,2012,1560,Diesel,105,Manual,FWD,Compact,5.0,5.0,Blue,Used,19300,False,False,False
Dealer,Alfa Romeo,Giulia,2022,1995,Petrol,280,Automatic,4WD (automatic),Sedan,4.0,5.0,Gold,New,249000,False,False,False
Dealer,Opel,Insignia,2014,1956,Diesel,163,Manual,4WD (automatic),station wagon,5.0,5.0,Brown,Used,51400,True,True,False
Dealer,Nissan,Qashqai,2017,1197,Petrol,115,Manual,FWD,SUV,5.0,5.0,Black,Used,71700,False,False,False
Dealer,Kia,XCeed,2022,1482,Petrol,160,Manual,FWD,SUV,5.0,5.0,Red,New,101790,False,True,False
Dealer,Opel,Mokka,2017,1598,Diesel,110,Manual,FWD,SUV,5.0,5.0,Black,Used,59200,False,False,False
Dealer,Nissan,Qashqai,2014,1461,Diesel,110,Manual,FWD,SUV,5.0,5.0,White,Used,57999,True,True,False
Dealer,Volkswagen,Passat,2011,1968,Diesel,170,Automatic,,station wagon,5.0,5.0,Black,Used,34950,True,False,False
Private,Ford,F150,2018,4952,Petrol,400,Automatic,4WD (manual),Cabriolet,4.0,5.0,Gray,Used,210000,False,True,False
Private,Ford,Focus,2008,1753,Diesel,115,Manual,FWD,station wagon,5.0,5.0,Silver,Used,13000,True,False,False
Dealer,Mercedes-Benz,Klasa E,2022,1950,Diesel,200,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,300300,False,False,False
Private,Chevrolet,Captiva,2011,2384,Petrol,167,Manual,FWD,SUV,5.0,7.0,Brown,Used,36900,False,False,False
Private,BMW,Seria 2,2017,1496,Diesel,116,Manual,FWD,Minivan,5.0,5.0,Blue,Used,59040,False,False,False
Private,Hyundai,Kona,2019,998,Petrol,120,Manual,FWD,SUV,5.0,5.0,Gray,Used,65900,True,False,False
Dealer,Volkswagen,Caddy,2016,1968,Diesel,102,Manual,FWD,Minivan,5.0,5.0,White,Used,49999,True,True,False
Private,Volvo,XC 60,2012,1984,Diesel,163,Automatic,FWD,SUV,5.0,5.0,Black,Used,49900,True,False,False
Private,Volvo,XC 60,2012,1984,Diesel,163,Automatic,FWD,SUV,5.0,5.0,Black,Used,49900,True,False,False
Private,Renault,Captur,2017,1197,Petrol,118,Manual,,SUV,5.0,5.0,Other,Used,56900,True,True,False
Private,Volkswagen,Golf Sportsvan,2014,1598,Diesel,110,Manual,FWD,Minivan,5.0,5.0,White,Used,45700,True,False,False
Dealer,Toyota,iQ,2009,998,Petrol,68,Manual,FWD,City cars,3.0,4.0,White,Used,20990,True,False,False
Private,Toyota,RAV4,2013,2231,Diesel,149,Automatic,,SUV,5.0,5.0,Other,Used,69900,False,False,False
Private,Volkswagen,Touran,2008,1595,Petrol,102,Manual,FWD,Minivan,5.0,7.0,Black,Used,22900,True,False,False
Dealer,Audi,A6,2022,2967,Diesel,344,Automatic,4WD (permanent),station wagon,5.0,5.0,Blue,New,476800,False,False,False
